,Comments
328472,['5.61']
328499,['4.59']
328507,['3.445']
328546,['6.63']
328632,['3.315']
328737,['6.375']
328767,[]
328772,['2.55']
328773,['6.12']
328775,[]
328776,['5.98']
328806,[]
328948,['4.335']
328951,['2.805']
328954,['2.295']
328958,['9.945']
328959,['14.3']
328979,['5.200']
329131,['4.605']
329174,['4.94']
329206,['4.94']
329210,[]
329475,['10.4']
329655,['9.62']
329662,[]
329718,[]
329737,['5.30']
329804,['5.61']
329830,[]
329839,['4.5']
329861,[]
329934,[]
330005,[]
330018,['5.2']
330190,['10.4']
330263,[]
330342,['5.98']
330427,['3.3']
330451,['6.24']
330506,['4.42']
330514,[]
330635,['8.84']
330706,['9.5']
330708,['4.24']
330888,['4.420']
330959,['6.60']
330964,['5.035']
330993,[]
331043,['11.76']
331057,['3.12']
331063,['2.86']
331377,['3.18']
331408,['5.35']
331736,[]
331775,['7.56']
331832,['6.67']
331866,['4.94']
331869,['5.26']
331874,['2.0']
331892,['8.21']
331895,['4.85']
331973,[]
331976,['5.2']
332215,['5.2']
332403,['3.71']
332456,['5.8']
332762,['4.77']
332895,['4.68']
333059,[]
333097,['4.05']
333183,['9.01']
333436,[]
333438,['2.915']
333586,['3.71']
333674,['6.63']
333824,[]
333850,[]
333963,[]
333996,['3.2']
334063,['4.51']
334247,['4.76']
334302,['4.24']
334346,['7.95']
334379,['3.112']
334389,['8.48']
334395,['5.03']
334461,['6.36']
334463,['3.71']
334466,['3.445']
334485,[]
334541,['6.095']
334545,['3.18']
334676,['4.24']
334689,[]
334921,[]
334967,[]
334969,[]
335144,[]
335203,[]
335206,[]
335245,['3.3']
335363,['9.36']
335611,[]
335612,[]
335640,[]
335647,['7.5']
335662,['7.2']
335665,['2.85']
335687,[]
335838,['8.12']
335858,['5.8']
335939,[]
336065,[]
336110,[]
336114,['3.12']
336139,[]
336209,[]
336242,['5.1']
336296,['3.38']
336297,[]
336353,[]
336408,['6.84']
336425,['8.84']
336429,['14.04']
336431,['4.42']
336479,[]
336573,[]
336686,['2.6']
336835,['8.82']
336872,['9.975']
336915,[]
336948,['3.9']
336955,['8.0']
336979,[]
336980,[]
337128,[]
337135,[]
337136,[]
337143,['4.05']
337183,['4.16']
337246,[]
337248,['4.69']
337249,[]
337279,[]
337280,[]
337298,[]
337515,[]
337535,['5.04']
337571,[]
337584,[]
337585,['6.84']
337597,[]
337654,['3.38']
337666,['6.76']
337678,['3.9']
337782,[]
337831,['5.2']
337882,['6.44']
337890,['5.7']
337895,['4.8']
337916,['25.20']
337917,['8.12']
337918,['18.2']
337919,['18.2']
337921,['6.3']
337922,[]
337986,['5.67']
337989,['7.245']
338037,[]
338114,['7.125']
338179,['6.76']
338264,['9.36']
338276,['10.08']
338281,['9.405']
338282,['7.54']
338331,['7.15']
338342,['6.9']
338347,['3.12']
338351,['4.2']
338362,[]
338378,['5.83']
338416,[]
338440,['3.38']
338444,['5.355']
338451,['9.6']
338452,['9.92']
338472,['10.14']
338586,['9.88']
338587,['9.88']
338590,['5.94']
338591,['4.32']
338600,['4.42']
338605,['8.82']
338613,['2.08']
338653,['4.94']
338654,['5.2']
338658,['4.68']
338678,['4.16']
338679,['6.76']
338685,['10.24']
338776,[]
338821,['6.3']
338828,['5.72']
338944,[]
338971,['2.34']
338973,['4.94']
338974,['4.48']
338975,['13.44']
338978,['3.36']
338979,['3.5']
338980,['7.28']
338981,['6.5']
339031,['3.64']
339096,[]
339100,['3.92']
339193,['12.24']
339241,['9.45']
339316,[]
339326,['5.7']
339339,['7.56']
339341,['6.72']
339342,['5.6']
339343,['3.92']
339406,['6.84']
339481,['11.655']
339488,['2.835']
339580,['8.12']
339770,['12.04']
339775,['3.64']
339842,[]
339846,[]
339850,[]
339879,[]
339882,['3.82']
339896,[]
339968,[]
339970,[]
339977,['5.32']
339985,['5.7']
340011,[]
340090,[]
340102,['30.21']
340103,['44.46']
340104,['33.63']
340106,['37.62']
340108,[]
340109,['61.25']
340121,['6.21']
340171,[]
340224,['34.02']
340248,['13.23']
340249,['6.6']
340250,['6.16']
340286,['3.48']
340420,['3.77']
340461,['9.3']
340504,['7.9']
340586,['2.4']
340614,['6.27']
340735,['5.035']
340782,['4.06']
340797,['6.3']
340804,['2.8']
341021,['12.825']
341061,['6.6']
341086,[]
341169,['2.4']
341175,['5.22']
341202,[]
341211,['4.76']
341231,['51.52']
341281,['11.97']
341317,['7.29']
341360,['5.13']
341382,[]
341413,['2.9']
341454,['3.6']
341455,['4.7']
341556,['13.8']
341564,['6.3']
341655,['2.12']
341675,['2.91']
341902,[]
342076,['2.52']
342081,['3.3']
342136,['3.85']
342159,['10.2']
342164,['8.7']
342235,['2.24']
342241,['14.7']
342304,['3.6']
342312,[]
342360,['12.9']
342435,['4.55']
342491,['3.92']
342518,['7.84']
342544,[]
342620,[]
342650,['4.76']
342680,['6.3']
342681,['3.08']
342692,[]
342749,['2.24']
342817,['8.505']
342819,['4.48']
342820,['5.04']
342954,['9.483']
342996,['3.6']
343001,['5.415']
343063,['4.5']
343077,['7.2']
343092,['3.99']
343108,['4.48']
343157,['5.32']
343257,['4.56']
343274,['7.84']
343283,['3.92']
343285,['3.64']
343320,['2.24']
343336,['3.64']
343339,['4.76']
343378,['6.70']
343434,['5.04']
343437,['5.6']
343491,['4.64']
343493,['4.64']
343507,['5.8']
343581,['6.16']
343622,['4.48']
343625,['3.08']
343636,[]
343773,[]
343857,['5.6']
343858,['6.16']
343859,['6.44']
343860,['3.64']
343886,['2.4']
343915,['5.44']
344010,['5.32']
344064,['5.6']
344065,['7.84']
344124,[]
344143,['5.2']
344169,['6.555']
344257,[]
344306,['6.72']
344311,['10.385']
344408,['3.6']
344432,['6.72']
344482,['4.06']
344567,['8.45']
344621,['2.32']
344623,[]
344629,[]
344630,[]
344631,[]
344644,['30.8']
344667,['7.695']
344670,['2.4']
344684,['4.35']
344774,[]
344793,['4.2']
344811,['5.8']
345152,['8.19']
345250,['10.7']
345333,['6.6']
345373,['12.88']
345412,[]
345442,['6.5']
345514,['4.2']
345610,[]
345687,['6.27']
345713,['5.2']
345759,[]
345822,['10.26']
345928,[]
346007,['2.24']
346008,['7.56']
346009,['6.16']
346084,['3.25']
346204,[]
346311,['3.08']
346312,['3.36']
346365,['6.7']
346390,['8.265']
346411,['5.8']
346471,['4.2']
346473,['12.18']
346478,['4.64']
346516,['3.48']
346536,['4.8']
346602,['11.04']
346744,['4.8']
346851,[]
346893,['10.23']
346896,['12.06']
346966,['9.86']
346974,['8.4']
346976,['4.02']
347031,[]
347104,['4.845']
347111,['5.4']
347121,['3.48']
347128,['10.545']
347130,['6.96']
347131,['5.8']
347366,['7.54']
347378,['5.559']
347396,['3.20']
347415,['9.28']
347472,['10.72']
347541,['4.55']
347569,[]
347658,['7.56']
347660,['11.48']
347688,[]
347791,['24.75']
347860,['10.83']
347874,['4.56']
347875,['4.8']
347879,['3.42']
347903,[]
347962,['5.4']
348061,['2.28']
348062,['5.13']
348087,['4.35']
348129,['6.27']
348203,['8.64']
348212,['4.8']
348289,['7.41']
348313,['2.8']
348363,['3.3']
348408,['6.555']
348538,['5.4']
348654,['9.12']
348719,['7.8']
348782,[]
348790,['4.2']
348873,['4.48']
348937,['6.16']
349094,['9.69']
349113,['7.5']
349115,['1.95']
349244,['5.94']
349249,['17.98']
349311,['5.415']
349312,['6.555']
349376,['3.2']
349405,['3.42']
349408,['5.985']
349447,['10.36']
349532,['3.99']
349587,['13.11']
349662,['5.525']
349826,['6.555']
349868,['8.38']
349869,['5.72']
349893,['9.975']
349966,['9.52']
350019,['9.66']
350029,['4.275']
350084,['10.36']
350085,['10.36']
350240,['4.5']
350248,['4.28']
350347,[]
350392,['6.27']
350575,['3.19']
350604,['3.5']
350609,['4.8']
350771,['7.2']
350819,[]
350886,['5.51']
350916,['24.85']
351049,['3.08']
351096,['5.51']
351184,['6.67']
351230,['7.37']
351265,['4.93']
351266,['11.31']
351267,['4.06']
351399,['4.64']
351470,['5.04']
351471,['6.44']
351515,[]
351539,['7.245']
351562,['5.8']
351607,['6.035']
351612,['6.62']
351635,['10.15']
351793,['11.6']
351794,['2.24']
351889,[]
351992,['10.15']
352025,['8.4']
352036,['5.36']
352073,[]
352147,[]
352236,[]
352254,[]
352297,[]
352327,['8.5']
352407,['4.64']
352479,['4.35']
352511,['5.670']
352514,['7.84']
352515,['7.28']
352517,['5.48']
352653,[]
352693,['6.67']
352696,['4.675']
352830,['4.8']
352935,['12.73']
352937,['3.015']
352972,['8.1']
352983,['4.64']
353022,[]
353163,['5.5']
353174,['3.36']
353175,['10.44']
353196,['3.6']
353242,['16.24']
353278,[]
353307,['7.83']
353330,['4.06']
353331,['8.7']
353649,['8.41']
353650,['4.56']
353750,['16.82']
353753,[]
353779,['6.37']
353791,['9.57']
353829,[]
353830,['431.865']
353906,['6.555']
353907,[]
353928,[]
353959,['6.09']
353964,['2.32']
354007,['24.92']
354167,[]
354222,['4.90']
354227,['8.4']
354293,['7.2']
354297,['5.1']
354301,['7.8']
354319,"['5.85', '13.5']"
354396,['11.375']
354426,['5.4']
354548,['12.095']
354550,['29.5']
354576,['11.890']
354597,['9.0']
354696,[]
354721,[]
354919,['12.09']
354925,[]
354939,['9.57']
355071,['4.02']
355087,['4.060']
355256,['6.38']
355258,['2.23']
355305,['3.77']
355355,['3.92']
355357,['6.44']
355373,['2.95']
355402,['11.21']
355408,['8.4']
355441,['3.245']
355458,['6.09']
355469,[]
355511,['5.32']
355629,[]
355743,['7.92']
355753,[]
355759,['4.93']
355899,['3.64']
355905,['9.15']
355940,['5.7']
356004,['8.12']
356073,['4.2']
356189,['7.08']
356413,[]
356737,[]
358087,[]
359044,[]
